grid_id,institution,city,state,country
grid.253573.5,Calvin University,Grand Rapids,Michigan,United States
grid.253592.a,Cameron University,Lawton,Oklahoma,United States
grid.253606.4,Campbell University,Buies Creek,North Carolina,United States
grid.253613.0,University of Montana,Missoula,Montana,United States
grid.253615.6,George Washington University,Washington D.C.,District of Columbia,United States
grid.253641.7,Canisius College,Buffalo,New York,United States
grid.253664.0,Capital University,Bexley,Ohio,United States
grid.253679.c,Cardinal Stritch University,Milwaukee,Wisconsin,United States
grid.253685.f,Caribbean University,Bayamón,Puerto Rico,United States
grid.253692.9,Carleton College,Northfield,Minnesota,United States
grid.253718.a,Carroll College,Helena,Montana,United States
grid.253721.0,Carroll University,Waukesha,Wisconsin,United States
grid.253840.8,Central College,Pella,Iowa,United States
grid.253856.f,Central Michigan University,Mount Pleasant,Michigan,United States
grid.253893.6,Central State University,Wilberforce,Ohio,United States
grid.253922.d,Central University of the Caribbean,Bayamon,Puerto Rico,United States
grid.253923.c,Central Washington University,Ellensburg,Washington,United States
grid.253990.4,Chaminade University of Honolulu,Honolulu,Hawaii,United States
grid.254024.5,Chapman University,Orange,California,United States
grid.254041.6,Charles R. Drew University of Medicine and Science,Los Angeles,California,United States
grid.254055.3,Charleston Southern University,North Charleston,South Carolina,United States
grid.254107.5,Cheyney University of Pennsylvania,West Chester,Pennsylvania,United States
grid.254130.1,Chicago State University,Chicago,Illinois,United States
grid.254189.3,Chowan University,Murfreesboro,North Carolina,United States
grid.254204.5,Christian Brothers University,Memphis,Tennessee,United States
grid.254213.3,Christopher Newport University,Newport News,Virginia,United States
grid.254250.4,City College of New York,New York,New York,United States
grid.254251.5,City College of San Francisco,San Francisco,California,United States
grid.254270.6,Claflin University,Orangeburg,South Carolina,United States
grid.254271.7,Claremont Graduate University,Claremont,California,United States
grid.254272.4,Claremont McKenna College,Claremont,California,United States
grid.254274.2,Clarion University,Clarion,Pennsylvania,United States
grid.254275.3,Clark Atlanta University,Atlanta,Georgia,United States
grid.254277.1,Clark University,Worcester,Massachusetts,United States
grid.254278.e,Clarke University,Dubuque,Iowa,United States
grid.254280.9,Clarkson University,Potsdam,New York,United States
grid.254286.f,Clayton State University,Morrow,Georgia,United States
grid.254293.b,Cleveland Clinic Lerner College of Medicine,Cleveland,Ohio,United States
grid.254298.0,Cleveland State University,Cleveland,Ohio,United States
grid.254313.2,Coastal Carolina University,Conway,South Carolina,United States
grid.254321.3,Coe College,Cedar Rapids,Iowa,United States
grid.254333.0,Colby College,Waterville,Maine,United States
grid.254361.7,Colgate University,Hamilton,New York,United States
grid.254424.1,College of Charleston,Charleston,South Carolina,United States
grid.254444.7,Wayne State University,Detroit,Michigan,United States
grid.254462.3,College of Idaho,Caldwell,Idaho,United States
grid.254488.7,College of Saint Benedict and Saint John's University,Collegeville,Minnesota,United States
grid.254498.6,College of Staten Island,New York,New York,United States
grid.254509.f,College of Wooster,Wooster,Ohio,United States
grid.254514.3,College of the Holy Cross,Worcester,Massachusetts,United States
grid.254544.6,Colorado College,Colorado Springs,Colorado,United States
grid.254549.b,Colorado School of Mines,Golden,Colorado,United States
grid.254551.2,Colorado State University Pueblo,Pueblo,Colorado,United States
grid.254567.7,University of South Carolina,Columbia,South Carolina,United States
grid.254590.f,Columbus State University,Columbus,Georgia,United States
grid.254656.6,Connecticut College,New London,Connecticut,United States
grid.254662.1,University of the Pacific,Stockton,California,United States
grid.254672.0,Cooper Union,New York,New York,United States
grid.254678.a,Coppin State University,Baltimore,Maryland,United States
grid.254690.c,Cornell College,Mount Vernon,Iowa,United States
grid.254748.8,Creighton University,Omaha,Nebraska,United States
grid.254833.b,Dakota State University,Madison,South Dakota,United States
grid.254834.c,Dakota Wesleyan University,Mitchell,South Dakota,United States
grid.254880.3,Dartmouth College,Hanover,New Hampshire,United States
grid.254902.8,Davidson College,Davidson,North Carolina,United States
grid.254920.8,DePaul University,Chicago,Illinois,United States
grid.254921.9,DePauw University,Greencastle,Indiana,United States
grid.254989.b,Delaware State University,Dover,Delaware,United States
grid.255007.5,Delta State University,Cleveland,Mississippi,United States
grid.255014.7,Denison University,Granville,Ohio,United States
grid.255049.f,Des Moines University,Des Moines,Iowa,United States
grid.255086.c,Dickinson College,Carlisle,Pennsylvania,United States
grid.255089.3,Dickinson State University,Dickinson,North Dakota,United States
grid.255097.c,Dillard University,New Orleans,Louisiana,United States
grid.255148.f,Dominican University of California,San Rafael,California,United States
grid.255185.e,Dowling College,Oakdale,New York,United States
grid.255228.a,Drake University,Des Moines,Iowa,United States
grid.255236.5,Drew University,Madison,New Jersey,United States
grid.255244.0,Drury University,Springfield,Missouri,United States
grid.255272.5,Duquesne University,Pittsburgh,Pennsylvania,United States
grid.255360.7,Earlham College,Richmond,Indiana,United States
grid.255364.3,East Carolina University,Greenville,North Carolina,United States
grid.255368.f,East Central University,Ada,Oklahoma,United States
grid.255375.3,East Georgia State College,Swainsboro,Georgia,United States
grid.255380.9,East Stroudsburg University,East Stroudsburg,Pennsylvania,United States
grid.255381.8,East Tennessee State University,Johnson City,Tennessee,United States
grid.255392.a,Eastern Illinois University,Charleston,Illinois,United States
grid.255395.d,Eastern Kentucky University,Richmond,Kentucky,United States
grid.255398.0,Eastern Mennonite University,Harrisonburg,Virginia,United States
grid.255399.1,Eastern Michigan University,Ypsilanti,Michigan,United States
grid.255405.3,Eastern Nazarene College,Quincy,Massachusetts,United States
grid.255406.0,Eastern New Mexico University,Portales,New Mexico,United States
grid.255407.1,Eastern Oregon University,La Grande,Oregon,United States
grid.255414.3,Eastern Virginia Medical School,Norfolk,Virginia,United States
grid.255416.1,Eastern Washington University,Cheney,Washington,United States
grid.255423.7,Eckerd College,St. Petersburg,Florida,United States
grid.255437.2,Edinboro University,Edinboro,Pennsylvania,United States
grid.255485.b,Elizabeth City State University,Elizabeth City,North Carolina,United States
grid.255496.9,Elon University,Elon,North Carolina,United States
grid.255501.6,Embry–Riddle Aeronautical University,Daytona Beach,Florida,United States
grid.255525.0,Emporia State University,Emporia,Kansas,United States
grid.255636.1,Evangel University,Springfield,Missouri,United States
grid.255794.8,Fairfield University,Fairfield,Connecticut,United States
grid.255802.8,Fairleigh Dickinson University,Teaneck,New Jersey,United States
grid.255852.d,Fayetteville State University,Fayetteville,North Carolina,United States
grid.255908.3,Ferris State University,Big Rapids,Michigan,United States
grid.255935.d,Fisk University,Nashville,Tennessee,United States
grid.255936.e,Fitchburg State University,Fitchburg,Massachusetts,United States
grid.255938.0,Five Branches University,Santa Cruz,California,United States
grid.255948.7,Florida Agricultural and Mechanical University,Tallahassee,Florida,United States
grid.255951.f,Florida Atlantic University,Boca Raton,Florida,United States
grid.255962.f,Florida Gulf Coast University,Fort Myers,Florida,United States
grid.255966.b,Florida Institute of Technology,Melbourne,Florida,United States
grid.255983.0,Florida Memorial University,Miami,Florida,United States
grid.255986.5,Florida State University,Tallahassee,Florida,United States
grid.256023.0,Fordham University,New York,New York,United States
grid.256032.0,Fort Hays State University,Hays,Kansas,United States
grid.256033.1,Fort Lewis College,Durango,Colorado,United States
grid.256036.4,Fort Valley State University,Fort Valley,Georgia,United States
grid.256058.c,Francis Marion University,Florence,South Carolina,United States
grid.256069.e,Franklin & Marshall College,Lancaster,Pennsylvania,United States
grid.256075.3,Franklin W. Olin College of Engineering,Needham,Massachusetts,United States
grid.256096.e,Friends University,Wichita,Kansas,United States
grid.256103.3,Frostburg State University,Frostburg,Maryland,United States
grid.256130.3,Furman University,Greenville,South Carolina,United States
grid.256175.2,Gallaudet University,Washington D.C.,District of Columbia,United States
grid.256198.1,Gannon University,Erie,Pennsylvania,United States
grid.256259.f,George Fox University,Newberg,Oregon,United States
grid.256302.0,Georgia Southern University,Statesboro,Georgia,United States
grid.256303.1,Georgia Southwestern State University,Americus,Georgia,United States
grid.256304.6,Georgia State University,Atlanta,Georgia,United States
grid.256309.b,Georgian Court University,Lakewood,New Jersey,United States
grid.256322.2,Gettysburg College,Gettysburg,Pennsylvania,United States
grid.256410.4,Gonzaga University,Spokane,Washington,United States
grid.256425.2,Goucher College,Towson,Maryland,United States
grid.256514.1,Governors State University,University Park,Illinois,United States
grid.256545.5,Grambling State University,Grambling,Louisiana,United States
grid.256549.9,Grand Valley State University,Allendale,Michigan,United States
grid.256592.f,Grinnell College,Grinnell,Iowa,United States
grid.256667.6,Gustavus Adolphus College,Saint Peter,Minnesota,United States
grid.256766.6,Hamilton College,Clinton,New York,United States
grid.256769.9,Hamline University,Saint Paul,Minnesota,United States
grid.256771.0,Hampden–Sydney College,Hampden Sydney,Virginia,United States
grid.256772.3,Hampshire College,Amherst Center,Massachusetts,United States
grid.256774.5,Hampton University,Hampton,Virginia,United States
grid.256821.a,Hardin–Simmons University,Abilene,Texas,United States
grid.256835.f,Harrisburg University of Science and Technology,Harrisburg,Pennsylvania,United States
grid.256859.5,Harvey Mudd College,Claremont,California,United States
grid.256864.b,Haskell Indian Nations University,Lawrence,Kansas,United States
grid.256868.7,Haverford College,Philadelphia,Pennsylvania,United States
grid.256872.c,Hawaii Pacific University,Honolulu,Hawaii,United States
grid.256927.d,Henderson State University,Arkadelphia,Arkansas,United States
